pembanding,U,p_value,effect_size_r,median_diff_vol_tinggi,median_diff_vol_rendah,n_tinggi,n_rendah
vol_tinggi_vs_rendah,19768.0,2.4317353e-07,-0.32099307,0.001081941300071776,0.0008707634406164289,173,173
